Card Type Code,Card Type Full Name,Issuing Bank,Card Number,Card Holder's Name,CVV/CVV2,Issue Date,Expiry Date,Billing Date,Card PIN,Credit Limit
MT,Maestro,Chase,4374808134171889,Isadore Gusikowski,238,05/2003,05/2007,2,8202,991934
DC,Diners Club,Diners Club International,62187115859548,Garnet Auer,813,09/2009,08/2014,19,1275,695746
HR,Hiper,Chase,342478850057113,Harmony Brekke,817,12/2006,03/2011,2,8523,885769
DS,Discover,Discover,35899145980958188,Nellie Paucek,6964,11/2013,11/2017,6,1864,780600
DS,Discover,Discover,358940227549448284,Thelma Jakubowski,294,06/2002,12/2006,24,3740,592672
EO,Elo,GE Capital,6375996321183066,Schuyler Boyle,273,11/2007,01/2011,4,4037,794184
HR,Hiper,Barclays,2703217122370733,Krystel Strosin,458,12/2010,07/2015,9,8326,16828
DS,Discover,Discover,372561354671167,Jasmin Conn,806,01/2007,07/2011,16,1256,465861
HR,Hiper,GE Capital,6277815964439981465,Cristobal Braun,215,10/2008,08/2012,11,6155,627011
UP,UnionPay,U.S. Bancorp,1800298449638202038,Tod Raynor,574,03/2000,07/2004,3,6489,918879
HR,Hiper,GE Capital,6505413145562098,Samir Will,969,02/2011,10/2014,8,1155,647517
AX,American Express,American Express,6376095460627139,Cecelia Stiedemann,372,06/2003,08/2006,19,7607,473090
JC,JCB,Japan Credit Bureau,377456224066463,Beaulah Sawayn,813,01/2001,03/2005,15,1581,661791
VI,Visa,GE Capital,373771448807698,Solon Marks,647,05/2003,02/2007,9,4152,408819
VI,Visa,Capital One,6516522447258739,Wilbert Hansen,343,04/2012,02/2017,15,2985,919949
EO,Elo,Wells Fargo,672689046478,Cortney Kunze,769,11/2000,04/2004,23,1552,803789
EO,Elo,GE Capital,6062829618727873,Lila Anderson,105,02/2006,08/2009,3,5144,783977
HC,Hipercard,Wells Fargo,2221952324937078,Salvador Eichmann,158,06/2007,05/2012,7,6962,821719
DS,Discover,Discover,6062829251707091,Amely Feil,426,10/2004,06/2009,10,9371,844651
DC,Diners Club,Diners Club International,8163246202411398,Drew Kautzer,657,03/2007,01/2012,4,5599,10992
HC,Hipercard,Chase,3888547591066122,Eileen Rempel,445,10/2010,02/2015,6,4361,973508
EO,Elo,Wells Fargo,6206540095876748,Curt Mills,762,01/2003,11/2007,7,4407,832070
HC,Hipercard,Barclays,1800130104708602,Natasha Boyer,447,10/2012,07/2017,18,8171,221562
MC,Mastercard,Chase,6376126154262139,Mckayla Emard,830,09/2014,06/2019,26,4193,549293
DS,Discover,Discover,63515105164728,Wilhelmine Bruen,166,12/2020,05/2025,2,1592,558544
MT,Maestro,Capital One,2131401175981732536,Dedrick Heaney,113,04/2009,06/2012,4,1752,791182
VI,Visa,GE Capital,3900542706797798,Ashtyn Thompson,187,04/2009,04/2014,24,5962,103024
AX,American Express,American Express,6062822261144983,Laverna Rowe,129,05/2011,04/2016,6,4823,33297
VI,Visa,Bank of America,4983898260978465,Luis Douglas,124,01/2018,03/2021,4,9565,903775
AX,American Express,American Express,4081998705850286,Rosendo Gleason,529,03/2000,06/2004,26,8503,432839
HR,Hiper,Bank of America,508999950170621,Annabell Romaguera,914,12/2015,03/2019,22,9224,950675
MC,Mastercard,Barclays,6375687758652992,Marjolaine Rodriguez,798,02/2010,08/2014,6,8679,76747
DC,Diners Club,Diners Club International,6062824228820069,Cathy Halvorson,560,08/2019,07/2023,6,8479,763302
AX,American Express,American Express,379208404321574,Alex Mertz,450,06/2017,12/2020,15,1202,647499
JC,JCB,Japan Credit Bureau,6011624330279598,Shanon Moen,715,12/2003,08/2007,9,5571,807097
MC,Mastercard,Barclays,4536848913326739,Brennon Herman,545,12/2016,11/2020,15,4477,558330
DC,Diners Club,Diners Club International,3057701337841018,Anderson Runolfsdottir,681,11/2012,10/2016,12,5810,131689
MC,Mastercard,GE Capital,341778165923409,Christopher Strosin,585,03/2008,12/2012,18,4748,813241
JC,JCB,Japan Credit Bureau,6490720334173083865,Eriberto Rohan,997,09/2018,07/2022,25,8843,765316
EO,Elo,Bank of America,6062829251751966,Lourdes Lesch,287,05/2010,08/2013,24,6404,209984
DC,Diners Club,Diners Club International,6363688630941847,Else Lang,549,02/2014,05/2018,25,4817,575772
UP,UnionPay,Wells Fargo,3052950519128737100,Monty Oberbrunner,111,01/2004,07/2008,11,3982,107097
JC,JCB,Japan Credit Bureau,622079158274623,Shawn Wyman,9547,05/2009,01/2013,13,6970,654636
MT,Maestro,Chase,2709848007918289,Nikolas Goyette,268,12/2009,05/2013,13,4923,126546
UP,UnionPay,Bank of America,6370951437597928,Faustino Gusikowski,783,02/2020,03/2023,4,3262,829798
MT,Maestro,U.S. Bancorp,6062828470897170,Nettie Green,972,04/2019,11/2023,9,1424,96196
DC,Diners Club,Diners Club International,6375680369627982,Karina Keeling,103,08/2004,03/2008,12,6350,699204
JC,JCB,Japan Credit Bureau,6062826249842139,Consuelo Effertz,226,12/2011,07/2015,15,2851,693575
HC,Hipercard,Bank of America,4312744870204763,Katrine Walsh,231,10/2019,01/2023,3,6861,473019
DC,Diners Club,Diners Club International,5508954248636379,Consuelo Bins,333,06/2014,12/2018,18,5999,343323
UP,UnionPay,GE Capital,379933159409908,Ryan Stanton,333,08/2020,03/2025,23,8200,929731
MC,Mastercard,Wells Fargo,3006425152749229472,Jeramy DuBuque,861,07/2009,05/2014,23,7645,239755
HC,Hipercard,Wells Fargo,6062829153236397,Alvera Maggio,137,11/2016,06/2020,20,4619,133018
DS,Discover,Discover,4453817260998019,Katelynn Schneider,714,11/2001,11/2005,27,3768,641318
EO,Elo,GE Capital,4571031403390988,Thurman Lemke,641,03/2001,02/2005,16,2171,130464
UP,UnionPay,Chase,6516795913140231,Frieda Hayes,462,07/2003,11/2006,8,1130,253756
EO,Elo,Capital One,6062822145529532,Tomasa Wehner,429,09/2008,07/2012,11,9184,281555
MC,Mastercard,Wells Fargo,6062827070486533,Roxanne Schaden,243,03/2014,02/2019,2,4597,510532
HR,Hiper,Bank of America,6340329366013545879,Caleb Klein,327,07/2018,06/2023,17,2955,966792
JC,JCB,Japan Credit Bureau,2229947777208763,Bailey Kunze,6874,10/2010,02/2014,24,3237,370248
HR,Hiper,Chase,6062825646058968,Sharon Bednar,5637,09/2008,09/2013,13,8769,370104
HR,Hiper,U.S. Bancorp,5099993220036302,Milford Bins,710,12/2002,02/2006,5,3039,328312
MT,Maestro,Wells Fargo,352880830534231287,Stephan Carter,801,06/2013,10/2016,3,5007,757200
VI,Visa,Wells Fargo,6507207410440578,Simone Hintz,725,03/2017,03/2021,10,5909,211847
HR,Hiper,Bank of America,180088076998710912,Eldon Fisher,705,05/2011,12/2014,4,4270,193730
UP,UnionPay,Wells Fargo,3009386745343617678,Loy Rohan,438,07/2014,09/2018,7,8484,564990
UP,UnionPay,U.S. Bancorp,636987839536700171,Bret Kris,2901,01/2010,02/2013,22,6882,161423
UP,UnionPay,Wells Fargo,62207822247486879,Gerhard Hintz,247,12/2018,10/2022,11,5744,770455
MT,Maestro,Barclays,30009406592142,Otilia Harber,931,09/2016,09/2019,6,3503,466150
AX,American Express,American Express,36606015082060,Cooper Heaney,800,01/2017,02/2021,5,7257,159191
DS,Discover,Discover,62777927148104,Jamar Wiegand,6133,05/2018,09/2021,14,6441,705800
VI,Visa,Wells Fargo,6444007727675429,Justine Hills,519,09/2019,02/2023,20,2676,883743
DS,Discover,Discover,2221670988503198,Stephany Marks,485,04/2002,09/2005,10,2450,599727
UP,UnionPay,Chase,4002955518243949,Ari Friesen,400,11/2005,10/2010,5,7978,75837
DC,Diners Club,Diners Club International,341722598539069,Rey Hand,723,05/2008,11/2012,2,8848,266522
VI,Visa,Chase,341966116524778,Ashly Bartoletti,453,01/2017,09/2020,14,5464,992164
MT,Maestro,Wells Fargo,3909791216566794,Myron Kautzer,377,04/2014,04/2018,4,4984,588595
VI,Visa,GE Capital,6062820015624235,Dorian Volkman,770,08/2004,07/2008,17,8432,969743
EO,Elo,Capital One,62002134199983573,Misael Hirthe,884,01/2006,01/2010,27,3362,841285
MT,Maestro,Bank of America,6062828183911201,Daniela Steuber,108,03/2006,01/2010,12,8222,865821
MC,Mastercard,Wells Fargo,180049263234515929,Monique Becker,236,07/2018,04/2023,1,5366,286895
AX,American Express,American Express,62823052316205,Colleen Dietrich,599,05/2017,10/2021,5,7512,225055
HC,Hipercard,GE Capital,6491705529056136790,Hailie Rippin,948,01/2014,08/2018,1,4405,4278
VI,Visa,Wells Fargo,6375995979169690,Guiseppe Schowalter,648,03/2011,10/2015,16,7068,838005
VI,Visa,Wells Fargo,2639208411054137,Cletus Daugherty,705,08/2001,10/2004,23,5773,842985
DS,Discover,Discover,5089999682950478,Sibyl Quitzon,110,11/2006,12/2009,14,2579,50343
AX,American Express,American Express,4485568353599030,Derrick Fritsch,2185,07/2018,03/2023,2,4926,135090
UP,UnionPay,Wells Fargo,6270912418758358158,Oda Wintheiser,610,03/2010,01/2015,23,1443,385761
AX,American Express,American Express,4661746364518316,Leopoldo Bahringer,259,04/2012,06/2016,26,8645,59872
MT,Maestro,Barclays,5116079781020296,Laverne Durgan,785,11/2010,03/2015,4,2109,54784
HR,Hiper,GE Capital,6442270059582363,Hunter Mante,152,06/2009,07/2013,1,7590,358704
JC,JCB,Japan Credit Bureau,6062823669931716,Agustin Muller,420,01/2010,12/2013,1,8373,785038
VI,Visa,U.S. Bancorp,4514165734844600,Christian Green,713,11/2011,09/2016,24,3765,945555
VI,Visa,GE Capital,6220734891059363625,Lonnie Boehm,549,12/2008,09/2013,3,5898,807233
MT,Maestro,Wells Fargo,377780416826537,Easter Casper,857,12/2007,08/2012,17,7398,177751
JC,JCB,Japan Credit Bureau,4649557086351200,Emilio Ortiz,173,10/2007,01/2011,11,5445,152357
HR,Hiper,Capital One,6370956605270372,Jaeden Heaney,528,04/2012,05/2016,21,4538,572577
EO,Elo,Bank of America,6062820783976064,Charlie Reichel,488,11/2009,12/2012,9,4509,382308
DS,Discover,Discover,3528097648731010267,Jaylin Ziemann,147,06/2011,12/2014,25,9254,798688
VI,Visa,Barclays,6550219238673138,Nickolas Schulist,745,11/2001,04/2005,13,3421,271248
HR,Hiper,GE Capital,4044466082324412,Julien Littel,586,08/2014,07/2019,16,8093,322737
MT,Maestro,U.S. Bancorp,38768471974889,Julien Konopelski,508,05/2002,08/2005,7,3938,30263
JC,JCB,Japan Credit Bureau,2229180923500723,Alejandrin Lind,520,02/2004,06/2008,18,7115,33892
UP,UnionPay,Wells Fargo,6062822714158887,Zora King,482,04/2005,09/2009,6,2861,982769
AX,American Express,American Express,6011641557974446,Casimer Mitchell,5040,10/2005,12/2008,25,5833,151881
UP,UnionPay,Barclays,348598995255449,Sister Kuhn,399,11/2016,02/2021,4,3852,258784
HC,Hipercard,Bank of America,493698829106108,Lawrence Reilly,865,03/2006,03/2011,8,1017,551387
HR,Hiper,U.S. Bancorp,4509715993695668,Jeremie Weber,441,06/2009,11/2013,1,6232,803632
UP,UnionPay,Barclays,6062829732185628,Lera Strosin,827,03/2005,01/2010,23,6487,724211
UP,UnionPay,Bank of America,6442223764340577,Ludie Rippin,389,03/2003,09/2007,11,8569,884966
JC,JCB,Japan Credit Bureau,6370957872696349,Royal Gerlach,654,04/2001,07/2004,2,5521,851717
VI,Visa,Barclays,4753248277350209,Aiden King,382,02/2015,02/2019,3,4177,959897
HC,Hipercard,Bank of America,6062821358770585,Geoffrey Volkman,385,11/2014,01/2019,15,2863,70183
HR,Hiper,Chase,4312749279075011,Jermaine Russel,879,10/2010,01/2015,3,8390,155695
AX,American Express,American Express,81521538531421898,Elias Muller,115,08/2008,09/2011,2,2256,598338
UP,UnionPay,Capital One,8132407876058305728,Kirk Pouros,100,12/2011,03/2015,3,2850,285578
MC,Mastercard,Wells Fargo,6509019986529199,Will Kutch,372,11/2016,06/2020,13,3176,600485
UP,UnionPay,Bank of America,6062823990768498,Noel Hilll,301,12/2020,07/2024,9,8738,334756
UP,UnionPay,U.S. Bancorp,2233594784837939,Thomas Kub,228,03/2008,07/2011,10,3884,507277
JC,JCB,Japan Credit Bureau,649308042809180057,Ryder Torphy,633,12/2013,11/2017,17,2583,556657
MT,Maestro,Bank of America,6496965922813887413,Fermin Gerhold,206,02/2000,07/2004,6,6192,709910
UP,UnionPay,Barclays,376873288175132,Ervin Berge,262,03/2016,04/2020,20,8256,510140
UP,UnionPay,U.S. Bancorp,2379868764569058,Brannon Greenfelder,893,06/2006,03/2011,13,3937,965517
VI,Visa,Barclays,30568286460837,Alice Jakubowski,166,04/2016,09/2020,8,7038,732942
DS,Discover,Discover,4514168937381438,Katlynn Graham,564,06/2006,06/2010,9,5464,656387
DS,Discover,Discover,4806655048052111,Cristian Hickle,390,03/2000,10/2003,6,8325,665764
DC,Diners Club,Diners Club International,358931924319094568,Norma Dicki,998,10/2003,10/2007,25,6630,475314
DC,Diners Club,Diners Club International,345248039802318,Camylle Ledner,537,02/2007,01/2011,27,4578,730176
EO,Elo,Capital One,6062826421693706,Isadore Eichmann,461,10/2011,11/2014,2,9882,894638
MC,Mastercard,Bank of America,30547446857678,Everett Morar,917,07/2002,06/2006,11,4100,513510
DC,Diners Club,Diners Club International,6376126179426412,Mortimer Crist,589,01/2016,02/2019,5,4979,664083
HC,Hipercard,U.S. Bancorp,62770031755283663,Shana Roob,972,08/2019,09/2022,7,1866,591496
UP,UnionPay,Capital One,1800534479049999,Harrison Wyman,320,04/2003,12/2006,13,1108,150945
UP,UnionPay,Barclays,6497842682772467188,Madeline Hilll,825,03/2001,04/2004,19,1455,438918
MC,Mastercard,Barclays,6011253763806469,Marianne Kulas,4064,09/2001,07/2006,3,7503,371919
UP,UnionPay,Capital One,6062829232519607,Annabel Crist,759,05/2015,05/2019,19,9521,174428
VI,Visa,GE Capital,6062828994633291,Billy Littel,347,05/2018,05/2022,4,7620,916546
UP,UnionPay,Chase,180086570661906338,Domenica Collins,220,03/2004,10/2008,14,7186,62870
MC,Mastercard,Wells Fargo,374887691544538,Carole Gutmann,265,06/2001,04/2005,17,4973,472126
UP,UnionPay,Wells Fargo,6277796235565609,Willy Jones,656,11/2018,11/2021,27,7559,280114
DS,Discover,Discover,81319898475039,Meaghan Bode,723,02/2018,09/2021,21,1800,253265
AX,American Express,American Express,2131412452850980950,Alexandro Stehr,429,09/2003,05/2008,12,4863,720005
MT,Maestro,U.S. Bancorp,8170499842589176870,Korey Keeling,5654,09/2016,11/2019,9,6120,931854
VI,Visa,Bank of America,3054851294925842,Enola Durgan,711,10/2012,02/2016,9,3285,194367
MC,Mastercard,Capital One,81325128607341,Penelope Purdy,764,07/2000,09/2004,4,3306,842417
MC,Mastercard,Capital One,5543976983185590,Euna Bechtelar,4988,06/2014,09/2018,3,1436,991481
DC,Diners Club,Diners Club International,18002654372165518,Carmine Haag,126,08/2002,02/2006,15,8969,735401
VI,Visa,Bank of America,68875974628319,Fanny Wilkinson,6064,12/2014,06/2019,17,6982,123455
HR,Hiper,Chase,6229250861379231,Karen McCullough,966,01/2015,07/2018,10,2405,239128
MC,Mastercard,Chase,62767381899994609,Joyce Parker,221,02/2010,02/2015,6,4019,454342
AX,American Express,American Express,4196269910200168,Fredrick Mann,372,07/2016,02/2020,12,6221,332797
DS,Discover,Discover,8152205413252572,Winston Johns,730,09/2017,06/2022,14,1419,205696
JC,JCB,Japan Credit Bureau,2131218318827966941,Dereck Rolfson,1751,03/2003,05/2006,19,2581,719122
AX,American Express,American Express,6370959980550384,Edyth Mitchell,398,11/2017,07/2022,5,8052,548445
EO,Elo,GE Capital,4058876204610808,Baby Bergnaum,695,03/2012,04/2016,24,9373,903448
AX,American Express,American Express,6062822283466174,Chet Cremin,302,05/2009,12/2012,15,7897,903640
EO,Elo,U.S. Bancorp,6495273698442364078,Marisol Kuhlman,811,01/2015,11/2019,6,2416,101362
JC,JCB,Japan Credit Bureau,1800228847254593,Pascale Gislason,116,12/2012,08/2017,23,9903,307931
JC,JCB,Japan Credit Bureau,5066980982722558,Madelyn Hilpert,175,07/2009,06/2013,3,6158,336673
JC,JCB,Japan Credit Bureau,6507278656587067,Orlando Moen,850,01/2016,04/2020,1,3754,617254
UP,UnionPay,U.S. Bancorp,622126168313115367,Kasey Heidenreich,645,12/2015,05/2019,26,1682,539172
UP,UnionPay,Bank of America,6277999374625446,Herbert Rogahn,4430,04/2016,04/2019,9,7747,210540
HR,Hiper,U.S. Bancorp,6011251618137446072,Jose Fay,292,03/2010,10/2013,12,2901,482355
UP,UnionPay,U.S. Bancorp,811060579962551438,Lacy Crooks,506,11/2015,06/2019,17,1416,614325
MC,Mastercard,U.S. Bancorp,345735671387160,Kaleb Sawayn,924,09/2014,04/2019,13,6122,34628
DC,Diners Club,Diners Club International,6011892481180531,Alden Kirlin,359,12/2020,01/2025,27,4968,430180
UP,UnionPay,GE Capital,2704708604067648,Quincy Reilly,733,02/2008,01/2013,18,9078,282965
HC,Hipercard,U.S. Bancorp,18000487299961673,Berniece Effertz,751,07/2002,12/2005,1,8814,554640
UP,UnionPay,Wells Fargo,30078762954568,Ellsworth Buckridge,232,10/2000,08/2005,3,2508,163029
JC,JCB,Japan Credit Bureau,4011793207438044,Rosa Hodkiewicz,566,04/2017,06/2020,25,1674,598929
AX,American Express,American Express,378534463949901,Emelia Hilll,853,01/2015,06/2019,2,1517,953061
MT,Maestro,Barclays,2131543135565254,Eleanore Larson,3754,01/2017,05/2020,10,8254,636352
AX,American Express,American Express,6062821386759873,Dallin Lang,595,11/2003,12/2006,10,1765,189242
MC,Mastercard,Barclays,180015574993110078,Violet Weber,803,11/2002,07/2007,19,5199,33374
UP,UnionPay,GE Capital,2131881410700513,Helene Johnston,4674,03/2019,12/2022,9,1338,502724
DS,Discover,Discover,6375680367867002,Moises Maggio,485,05/2009,08/2013,11,9618,667116
MC,Mastercard,Chase,2232505464123524,Abigail Frami,727,11/2019,08/2023,5,8303,370727
MT,Maestro,GE Capital,6376092265506303,Tomas Hodkiewicz,139,12/2000,02/2005,25,2407,587390
MC,Mastercard,U.S. Bancorp,4097571351695206,Kaycee Kiehn,968,07/2001,05/2005,14,7742,289144
HC,Hipercard,Capital One,508999184452,Gloria Powlowski,9143,04/2002,09/2005,14,4672,150377
VI,Visa,Wells Fargo,4323104231620719,Evan Terry,5416,01/2006,12/2009,7,6086,531581
JC,JCB,Japan Credit Bureau,35285445663587623,Ozella Jones,627,03/2013,07/2016,18,6653,498874
DC,Diners Club,Diners Club International,6062823337548298,Madge Tillman,689,12/2003,04/2007,26,8153,415947
DS,Discover,Discover,50677974957056,Darrick Marks,676,05/2001,06/2004,26,7580,905816
HR,Hiper,Barclays,4675207235832059,Amari Johnston,914,06/2010,03/2015,26,4725,412180
MT,Maestro,GE Capital,4784220180158774,Reinhold Cummerata,242,09/2006,05/2011,9,1141,308164
DC,Diners Club,Diners Club International,35890872110666659,Carmelo Kiehn,644,12/2008,12/2013,25,9401,5595
EO,Elo,GE Capital,5066987837294538705,Clare Miller,313,12/2000,02/2005,17,6194,788654
JC,JCB,Japan Credit Bureau,3002519231032461699,Haylie Labadie,807,11/2019,03/2023,3,9492,680645
DC,Diners Club,Diners Club International,506698619153875059,Dillon Crist,648,01/2013,04/2016,21,4698,619822
DS,Discover,Discover,370154908711697,Berry Nolan,401,01/2012,12/2015,22,2579,239053
EO,Elo,U.S. Bancorp,6500513179256171,Lorenza Prohaska,638,03/2012,07/2015,11,6129,54222
JC,JCB,Japan Credit Bureau,2299136762199139,Maxwell Kub,7206,03/2019,10/2022,27,3793,642656
EO,Elo,Wells Fargo,6499649231549402,Carlos Dietrich,447,12/2004,10/2008,18,2452,339770
DS,Discover,Discover,4200701542867018,Jennie Hermann,570,12/2010,12/2015,17,8543,591098
DS,Discover,Discover,6277804199915859,Lilian Wehner,937,10/2011,03/2016,5,4545,290887
UP,UnionPay,Bank of America,2221052205425218,Francis Rempel,213,05/2005,06/2009,12,5566,286538
UP,UnionPay,Barclays,50677971091962042,Michaela Miller,334,03/2006,02/2010,18,8511,18406
AX,American Express,American Express,4342716609826748,Johnnie Corkery,7383,05/2008,07/2012,9,1009,83922
UP,UnionPay,Barclays,4834049473702760,Sarina Crist,329,12/2015,12/2020,21,5632,747945
HC,Hipercard,Chase,6370955585607306,Lurline Osinski,1916,06/2015,01/2020,12,3629,675373
UP,UnionPay,Wells Fargo,6523192735821803,Jaylan Raynor,320,08/2009,01/2014,16,5981,971041
EO,Elo,Barclays,3006705446802792397,Chadd Keeling,728,09/2005,03/2009,22,2761,517712
MC,Mastercard,Barclays,21315230140892232,Raphaelle Toy,142,05/2014,01/2018,15,5390,939700
HC,Hipercard,Bank of America,5000006256320,Marielle Goodwin,204,01/2002,05/2006,15,4338,843833
HR,Hiper,Bank of America,3642140746217054969,Mervin Kerluke,217,06/2015,06/2019,16,6890,794169
UP,UnionPay,Bank of America,506779939699086,Nikita Luettgen,686,09/2004,02/2009,17,2400,315648
EO,Elo,GE Capital,6491447756940553,Ludie Welch,712,09/2001,12/2004,22,4416,866260
DS,Discover,Discover,5067784580754123,Afton Beatty,579,10/2019,06/2024,19,3777,273836
EO,Elo,Barclays,6449027710312819,Geovany Bergstrom,147,07/2010,11/2013,11,4830,859433
AX,American Express,American Express,358934563070058953,Kevon Ledner,321,06/2006,10/2009,26,8516,23200
AX,American Express,American Express,36540575602969,Saul Bartell,7474,06/2000,07/2004,5,6757,980304
EO,Elo,Wells Fargo,6375996535783875,Bryon Emmerich,168,03/2017,03/2020,3,5685,78873
MT,Maestro,Chase,3007229753428764717,Eddie Crist,237,03/2019,10/2023,4,5868,872175
MC,Mastercard,Bank of America,4944286094669161,Brant Price,667,04/2005,10/2009,21,1384,261884
MT,Maestro,Wells Fargo,39046012971584,Stephan Bailey,661,11/2014,12/2018,26,4477,771721
HR,Hiper,GE Capital,6375683474329148,Deonte Terry,4692,02/2007,05/2011,21,9319,463736
HC,Hipercard,Chase,30008671249461,Georgianna Simonis,294,07/2004,05/2009,13,2371,784043
UP,UnionPay,Bank of America,5145311682324690,Jerrod Greenfelder,1128,06/2013,01/2018,8,4840,311857
MT,Maestro,Barclays,36060688191768,Travon Greenfelder,746,06/2001,04/2005,14,7056,442434
AX,American Express,American Express,2221652461029065,Dorris Willms,386,04/2019,11/2023,8,8574,695890
DS,Discover,Discover,213131885696966725,Rashad Barton,964,12/2003,10/2008,16,7152,692069
HR,Hiper,Wells Fargo,2708104656972677,Nolan Paucek,743,03/2019,08/2022,18,4273,910947
UP,UnionPay,U.S. Bancorp,378933271015733,Javier Yost,431,01/2008,01/2011,4,8653,253689
HC,Hipercard,Chase,3986625359483201028,Asia Krajcik,674,04/2012,05/2015,15,9742,793808
HC,Hipercard,U.S. Bancorp,35286014140802598,Leda Dicki,314,04/2009,04/2014,19,2287,118579
HC,Hipercard,Barclays,2291365424169127,Gunner Emard,979,09/2002,08/2006,4,6071,401997
HC,Hipercard,GE Capital,678292025098,Dalton Casper,800,09/2020,02/2025,17,8593,489055
HC,Hipercard,Bank of America,6062820433638189,Leatha Langosh,661,10/2020,03/2025,8,5057,436599
EO,Elo,Chase,6550210632756470,Mariam Moen,5429,04/2009,04/2013,3,6668,695558
DS,Discover,Discover,6376125125947042,Ashton Bradtke,148,01/2004,10/2007,4,8644,114427
JC,JCB,Japan Credit Bureau,6370953638605005,Tomas Crona,174,02/2016,01/2020,13,3722,748545
HC,Hipercard,Capital One,6218575682058009,Gene Luettgen,101,07/2010,10/2014,27,7560,628481
VI,Visa,Barclays,4691418083917773,Kassandra Ullrich,4311,08/2012,01/2016,5,5701,721525
MT,Maestro,GE Capital,5979588244829669,Ashlee Rosenbaum,886,10/2020,05/2025,27,6944,52344
UP,UnionPay,Capital One,2233212591147141,Darion Luettgen,857,05/2015,08/2018,22,5040,469633
AX,American Express,American Express,2707050950494804,Jayne Stoltenberg,768,09/2019,11/2023,24,5905,159731
DS,Discover,Discover,6492154067841594134,Michaela Morar,618,04/2012,05/2015,4,7297,767755
MT,Maestro,Capital One,4463909114620853,Guadalupe Wisozk,623,12/2018,11/2022,20,6937,265379
HR,Hiper,GE Capital,4244189005644744,Maegan Leuschke,819,12/2001,05/2006,8,4996,632831
VI,Visa,Bank of America,6062822993638260,Grace Collins,367,01/2002,06/2006,22,2986,97051
MC,Mastercard,Capital One,50677985339603937,Barry Swaniawski,870,06/2013,01/2017,9,5997,113531
VI,Visa,Wells Fargo,4216692463114344,Kaitlyn Klein,684,11/2002,07/2007,19,9356,777692
HC,Hipercard,Capital One,62760445136496467,Vinnie Bailey,207,08/2005,04/2010,25,3462,495238
DS,Discover,Discover,50899974032413,Fredrick Koch,328,10/2000,03/2004,20,3963,870483
HR,Hiper,Barclays,638406580263,Emilio Jewess,265,11/2009,02/2014,10,1332,892934
HC,Hipercard,Bank of America,4843084538500338,Garry Yost,220,09/2005,03/2010,17,9908,256426
JC,JCB,Japan Credit Bureau,6392659018985,Jessie Gleichner,757,10/2014,11/2017,18,6815,699734
UP,UnionPay,Capital One,6507005733123149,Aliya Bernhard,552,06/2003,04/2007,10,5107,514343
VI,Visa,GE Capital,1800590009907692,Frieda Kling,315,11/2005,09/2010,12,9288,551239
HC,Hipercard,GE Capital,2221852956429529,Itzel Ferry,531,11/2000,03/2004,16,9383,512916
HC,Hipercard,Bank of America,6220506883973478,Ava Romaguera,891,12/2006,08/2011,10,3866,906506
DS,Discover,Discover,563261532731376,Terence Bins,157,07/2001,10/2005,6,9111,629472
HR,Hiper,U.S. Bancorp,6302489680391,Jalyn Tremblay,826,06/2003,12/2007,2,3905,83976
EO,Elo,Chase,6011372348746493430,Sophia Windler,1901,02/2017,01/2022,1,2432,160163
VI,Visa,Barclays,3589010463387064543,Payton Mosciski,579,08/2016,08/2020,7,7085,155128
HR,Hiper,Bank of America,6446889202327842,Judy Buckridge,968,09/2002,11/2006,11,1922,16949
MC,Mastercard,Wells Fargo,30521938689584,Aimee Mueller,441,04/2001,06/2004,8,6821,991997
HR,Hiper,GE Capital,6062827876237049,Freddy Crooks,158,07/2017,03/2021,3,6501,605834
MT,Maestro,Bank of America,346764341619231,Ervin Jaskolski,505,06/2002,08/2005,16,9765,961243
AX,American Express,American Express,1800498639970745143,Laney Hirthe,439,05/2020,08/2023,26,1657,629201
HC,Hipercard,Capital One,35287003972931749,Hettie Rosenbaum,603,05/2016,06/2019,11,6700,174134
VI,Visa,GE Capital,344880766035638,Mellie Ward,201,09/2013,02/2017,1,7203,187894
UP,UnionPay,GE Capital,6219762335110796,Danial Beer,852,09/2003,10/2006,4,6492,448883
UP,UnionPay,Wells Fargo,5066980446179,Rodrigo Cartwright,237,01/2008,11/2012,24,3317,129157
MT,Maestro,Bank of America,3988054653546408539,Fern Leannon,162,09/2015,07/2019,20,1958,373962
VI,Visa,Capital One,4312748586153974,Hailee Gulgowski,161,06/2015,10/2018,23,4087,115043
AX,American Express,American Express,2718032110678606,Josephine Raynor,507,01/2016,02/2020,16,1029,996633
MT,Maestro,Bank of America,4492137269006968,Naomi Kunde,541,03/2011,05/2014,5,4408,811327
HC,Hipercard,Capital One,6011977900641914,Vena Oberbrunner,445,02/2002,11/2006,14,7891,860507
HC,Hipercard,Bank of America,6523820080301652819,Jimmie White,279,08/2009,01/2013,27,7395,497905
HC,Hipercard,Chase,4627314928968163,Darwin Simonis,160,01/2008,05/2011,15,5636,786233
JC,JCB,Japan Credit Bureau,3007972446629703639,Florian Willms,198,02/2010,08/2014,15,5801,37256
HC,Hipercard,GE Capital,6764911700209383684,Dennis Ernser,374,05/2008,07/2012,19,1492,236003
EO,Elo,Barclays,6376124268888386,Lisette Beatty,755,09/2009,05/2013,16,3722,867181
EO,Elo,U.S. Bancorp,2229230717953768,Raina Herman,442,09/2014,10/2018,19,7433,468662
